"","Three_grams","Frequency"
"1250","a letter from",18
"1251","a letter or",16
"1252","a letter to",72
"1253","a levels over",24
"1254","a liar for",45
"1255","a liar so",68
"1256","a liberated life",67
"1257","a libidinous chum",16
"1258","a license i",25
"1259","a license number",22
"1260","a lickitung of",48
"1261","a life filled",43
"1262","a life of",38
"1263","a life surrounded",43
"1264","a life without",120
"1265","a lifestyle this",42
"1266","a lifethreatening skull",38
"1267","a lifetime but",47
"1268","a lifetime commitment",25
"1269","a lifetime is",47
"1270","a lifetime to",16
"1271","a light brown",35
"1272","a light chicken",16
"1273","a light pancake",44
"1274","a light up",17
"1275","a lighter sentence",38
"1276","a like surprises",31
"1277","a lil bigger",59
"1278","a lil unprofessional",48
"1279","a limited amount",31
"1280","a limitededition beer",21
"1281","a line drive",38
"1282","a line of",40
"1283","a lineup cant",29
"1284","a lineup there",31
"1285","a link could",37
"1286","a link to",54
"1287","a lion there",34
"1288","a list of",192
"1289","a listeither physical",33
"1290","a little better",26
"1291","a little bit",360
"1292","a little bitter",21
"1293","a little boy",174
"1294","a little closer",27
"1295","a little design",19
"1296","a little distracted",21
"1297","a little easier",47
"1298","a little emotional",20
"1299","a little extra",42
"1300","a little girl",38
"1301","a little glass",29
"1302","a little gonzo",34
"1303","a little hurt",20
"1304","a little hypocritical",48
"1305","a little i",33
"1306","a little if",20
"1307","a little late",18
"1308","a little later",48
"1309","a little longer",19
"1310","a little love",17
"1311","a little lower",18
"1312","a little more",154
"1313","a little nervous",51
"1314","a little of",63
"1315","a little older",34
"1316","a little over",49
"1317","a little pickmeup",56
"1318","a little practice",31
"1319","a little present",47
"1320","a little rain",54
"1321","a little reserved",27
"1322","a little sad",44
"1323","a little selfsabotage",36
"1324","a little spin",17
"1325","a little taken",27
"1326","a little think",53
"1327","a little too",37
"1328","a little trickyto",19
"1329","a little truth",17
"1330","a little unruly",19
"1331","a little up",16
"1332","a little vegetable",28
"1333","a little water",28
"1334","a little wednesday",49
"1335","a little white",50
"1336","a little yes",17
"1337","a live double",41
"1338","a live kegerator",40
"1339","a lively and",28
"1340","a liver or",27
"1341","a living at",32
"1342","a living baby",16
"1343","a living breathing",21
"1344","a living how",29
"1345","a load of",26
"1346","a loaded gun",34
"1347","a loaf of",33
"1348","a lobbying firm",17
"1349","a lobbyist in",24
"1350","a lobster eye",19
"1351","a lobster ramen",40
"1352","a local bank",38
"1353","a local businessman",37
"1354","a local club",29
"1355","a local favorite",29
"1356","a local option",29
"1357","a location from",22
"1358","a lockout like",48
"1359","a locksmith and",21
"1360","a logic and",32
"1361","a long absence",29
"1362","a long bath",24
"1363","a long curving",19
"1364","a long gorgeous",22
"1365","a long island",25
"1366","a long journey",29
"1367","a long lost",30
"1368","a long process",26
"1369","a long roster",17
"1370","a long shot",37
"1371","a long time",176
"1372","a long way",77
"1373","a longer learning",25
"1374","a longer stick",30
"1375","a longs jewelers",40
"1376","a look at",49
"1377","a look before",38
"1378","a look using",35
"1379","a loooonnnngggg day",16
"1380","a loooooong time",22
"1381","a loop he",43
"1382","a los angeles",57
"1383","a lot about",186
"1384","a lot and",80
"1385","a lot better",17
"1386","a lot bigger",42
"1387","a lot but",18
"1388","a lot for",18
"1389","a lot in",23
"1390","a lot less",47
"1391","a lot like",55
"1392","a lot more",166
"1393","a lot obviously",36
"1394","a lot of",1782
"1395","a lot older",36
"1396","a lot to",48
"1397","a loved one",36
"1398","a loved suddenly",40
"1399","a lovely but",23
"1400","a lovely evening",40
"1401","a lovely gentleman",31
"1402","a lovely greenish",38
"1403","a lovely pink",38
"1404","a lovely weekend",35
"1405","a low mass",20
"1406","a lower court",39
"1407","a lucille ball",35
"1408","a lunatic by",39
"1409","a luxury each",22
"1410","a luxury item",17
"1411","a machine and",20
"1412","a macro lens",52
"1413","a madman every",36
"1414","a magic circle",17
"1415","a magnet for",16
"1416","a magnified scale",25
"1417","a main event",29
"1418","a mainline business",30
"1419","a major blow",29
"1420","a major change",29
"1421","a major cold",34
"1422","a major national",44
"1423","a major way",46
"1424","a majorly awesome",17
"1425","a makeshift morgue",25
"1426","a malaysian nation",31
"1427","a malicious attack",38
"1428","a man a",37
"1429","a man aboard",18
"1430","a man can",69
"1431","a man of",50
"1432","a man till",50
"1433","a man twice",18
"1434","a man who",61
"1435","a man with",83
"1436","a man you",49
"1437","a management position",17
"1438","a manatee oo",61
"1439","a maniac rage",34
"1440","a manner that",16
"1441","a mans world",42
"1442","a maplewood apartment",29
"1443","a marching band",25
"1444","a margherita pizzareally",24
"1445","a market for",39
"1446","a market of",16
"1447","a marketing tool",17
"1448","a married couple",25
"1449","a massive barny",35
"1450","a massive fbi",27
"1451","a massive new",30
"1452","a master filmmaker",34
"1453","a masters that",37
"1454","a matchup tonight",23
"1455","a matter of",101
"1456","a mav blow",65
"1457","a mcdonalds next",18
"1458","a meadowlark that",16
"1459","a means of",37
"1460","a measure of",17
"1461","a meat locker",24
"1462","a meat teleporter",39
"1463","a meatball slider",36
"1464","a media tour",47
"1465","a medias perspective",42
"1466","a medical professional",36
"1467","a medicalschool student",30
"1468","a meeting with",21
"1469","a member of",61
"1470","a menagerie of",29
"1471","a mental illness",22
"1472","a menu and",42
"1473","a menu one",42
"1474","a mess it",20
"1475","a mess so",19
"1476","a message its",27
"1477","a messed up",20
"1478","a method when",40
"1479","a michelin star",24
"1480","a midnight showing",55
"1481","a midtown manhattan",32
"1482","a might tough",30
"1483","a mild threat",20
"1484","a mile away",51
"1485","a miller environmental",25
"1486","a million bond",43
"1487","a million claim",26
"1488","a million other",36
"1489","a million ought",34
"1490","a million ways",16
"1491","a million years",67
"1492","a min but",25
"1493","a minifield on",35
"1494","a minimum of",26
"1495","a minority in",19
"1496","a minute but",20
"1497","a minute did",55
"1498","a minute i",25
"1499","a minute left",36
"1500","a minute that",36
"1501","a minute they",25
"1502","a minute to",37
"1503","a miracle worker",19
"1504","a mis sigs",40
"1505","a miserable day",17
"1506","a miss actually",36
"1507","a missing title",31
"1508","a mission they",33
"1509","a missionary priest",34
"1510","a mistake that",35
"1511","a mix of",64
"1512","a mixed sixpack",16
"1513","a mockery of",26
"1514","a model for",23
"1515","a model whats",67
"1516","a moderate decrease",26
"1517","a modern democratic",30
"1518","a modernday homer",19
"1519","a modest decline",17
"1520","a mohareb in",37
"1521","a moment later",18
"1522","a moment of",18
"1523","a moment then",28
"1524","a moneymaking scheme",43
"1525","a monkey with",32
"1526","a monotone song",32
"1527","a monster record",16
"1528","a month an",49
"1529","a month and",43
"1530","a month away",58
"1531","a month contract",29
"1532","a month each",24
"1533","a month later",16
"1534","a month next",26
"1535","a month now",51
"1536","a month since",24
"1537","a monthly donation",49
"1538","a monthold child",35
"1539","a more gradual",53
"1540","a more graphic",35
"1541","a more rational",25
"1542","a more serious",18
"1543","a mormon mission",36
"1544","a motel and",36
"1545","a motivational speaker",29
"1546","a motorcyclist runs",43
"1547","a mountain too",29
"1548","a movie blockbuster",26
"1549","a movie called",38
"1550","a movie comedy",39
"1551","a movie its",18
"1552","a movie she",43
"1553","a mrs in",34
"1554","a much better",58
"1555","a much deeper",28
"1556","a much different",35
"1557","a much greater",22
"1558","a much larger",92
"1559","a multitrilliondollar package",39
"1560","a multitude of",34
"1561","a multiyear contract",52
"1562","a museum and",38
"1563","a musician im",18
"1564","a must to",50
"1565","a must use",39
"1566","a mutant root",38
"1567","a mutual suicide",41
"1568","a mystery that",55
"1569","a nail mark",53
"1570","a name for",27
"1571","a name tom",38
"1572","a name whose",32
"1573","a nap but",52
"1574","a napsomething ive",45
"1575","a narrow storefront",28
"1576","a nation of",42
"1577","a nation says",35
"1578","a national championship",30
"1579","a national employment",24
"1580","a national gathering",48
"1581","a national organization",23
"1582","a national park",48
"1583","a nationally recognized",21
"1584","a native texan",34
"1585","a naturalgas transmission",46
"1586","a nazi minelayer",28
"1587","a nearby person",31
"1588","a nearunanimous choice",25
"1589","a need for",21
"1590","a need hey",45
"1591","a need to",78
"1592","a needy buyer",20
"1593","a netflix movie",27
"1594","a neutral caretaker",34
"1595","a new and",35
"1596","a new ballpark",36
"1597","a new belt",35
"1598","a new car",24
"1599","a new central",38
"1600","a new chapter",25
"1601","a new clock",35
"1602","a new collection",22
"1603","a new creative",43
"1604","a new episode",27
"1605","a new era",38
"1606","a new experience",29
"1607","a new facade",37
"1608","a new generation",26
"1609","a new heater",36
"1610","a new home",50
"1611","a new hospice",21
"1612","a new industry",35
"1613","a new jersey",25
"1614","a new job",143
"1615","a new kind",16
"1616","a new layout",23
"1617","a new level",21
"1618","a new mattress",57
"1619","a new member",30
"1620","a new name",49
"1621","a new nasa",35
"1622","a new one",37
"1623","a new product",43
"1624","a new quinnipiac",38
"1625","a new rule",42
"1626","a new situation",51
"1627","a new social",20
"1628","a new song",99
"1629","a new state",45
"1630","a new system",46
"1631","a new twist",19
"1632","a new voice",19
"1633","a new way",32
"1634","a new week",60
"1635","a new window",16
"1636","a new wing",39
"1637","a new xoomlove",33
"1638","a new york",46
"1639","a newly formed",42
"1640","a newly purchased",32
"1641","a news anchor",28
"1642","a news conference",45
"1643","a news release",68
"1644","a newsmaker could",56
"1645","a nex camera",42
"1646","a nice assist",64
"1647","a nice blouse",18
"1648","a nice break",48
"1649","a nice change",17
"1650","a nice cold",37
"1651","a nice day",18
"1652","a nice deli",18
"1653","a nice grainy",44
"1654","a nice guy",60
"1655","a nice holiday",31
"1656","a nice job",16
"1657","a nice life",32
"1658","a nice morning",32
"1659","a nice neighborhood",49
"1660","a nice spice",34
"1661","a nice supporting",27
"1662","a nice tea",29
"1663","a nickname keyser",26
"1664","a night creature",56
"1665","a night of",73
"1666","a night that",34
"1667","a nightcapand they",24
"1668","a nihilistic post",26
"1669","a ninegame deficit",23
"1670","a no longer",37
"1671","a nokill shelter",26
"1672","a non christian",21
"1673","a non preelectoral",20
"1674","a nonprofit has",24
"1675","a nook application",34
"1676","a normal condition",21
"1677","a normal unconverted",23
"1678","a north carolina",23
"1679","a nose job",41
"1680","a nose punch",80
"1681","a notax pledge",32
"1682","a notebook instead",20
"1683","a notforprofit organization",41
"1684","a notice board",56
"1685","a notice temporarily",28
"1686","a novel by",60
"1687","a novel i",20
"1688","a novel then",25
"1689","a novel where",16
"1690","a novelty or",36
"1691","a november giveaway",39
"1692","a nucleararmed pakistan",53
"1693","a number of",122
"1694","a nutty foul",29
"1695","a of great",17
"1696","a of us",17
"1697","a off jewelry",18
"1698","a once again",72
"1699","a onceinalifetime opportunity",27
"1700","a one and",16
"1701","a one man",36
"1702","a one they",18
"1703","a one time",30
"1704","a oneofakind site",35
"1705","a overtime victory",56
"1706","a pack of",22
"1707","a packing box",42
"1708","a pain in",67
"1709","a painting believed",20
"1710","a pair of",159
"1711","a palace so",36
"1712","a palo alto",19
"1713","a paper anywhere",21
"1714","a paradox struggling",20
"1715","a paragon of",34
"1716","a paralegal through",17
"1717","a parent or",34
"1718","a parisian style",32
